microservice;source;entity
ts-inside-payment-service;inside_payment.entity.Order;SeatClass
ts-inside-payment-service;inside_payment.entity.Payment;PaymentType
ts-inside-payment-service;inside_payment.init.InitData;AccountInfo
ts-inside-payment-service;inside_payment.init.InitData;Payment
ts-inside-payment-service;inside_payment.init.InitData;PaymentType
ts-inside-payment-service;inside_payment.repository.AddMoneyRepository;Money
ts-inside-payment-service;inside_payment.repository.PaymentRepository;Payment
ts-inside-payment-service;inside_payment.service.InsidePaymentService;AccountInfo
ts-inside-payment-service;inside_payment.service.InsidePaymentService;Payment
ts-inside-payment-service;inside_payment.service.InsidePaymentService;PaymentInfo
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;AccountInfo
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;Balance
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;Money
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;MoneyType
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;Order
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;OrderStatus
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;Payment
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;PaymentInfo
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;PaymentType
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;Order
ts-inside-payment-service;inside_payment.service.InsidePaymentServiceImpl;PaymentInfo
ts-notification-service;notification.controller.NotificationController;NotifyInfo
ts-notification-service;notification.service.MailService;Mail
ts-notification-service;notification.service.NotificationService;NotifyInfo
ts-notification-service;notification.service.NotificationServiceImpl;Mail
ts-notification-service;notification.service.NotificationServiceImpl;NotifyInfo
ts-order-other-service;other.controller.OrderOtherController;Order
ts-order-other-service;other.controller.OrderOtherController;QueryInfo
ts-order-other-service;other.controller.OrderOtherController;Seat
ts-order-other-service;other.entity.LeftTicketInfo;Ticket
ts-order-other-service;other.entity.Order;OrderStatus
ts-order-other-service;other.entity.Order;SeatClass
ts-order-other-service;other.entity.OrderAlterInfo;Order
ts-order-other-service;other.init.InitData;Order
ts-order-other-service;other.init.InitData;OrderStatus
ts-order-other-service;other.init.InitData;SeatClass
ts-order-other-service;other.repository.OrderOtherRepository;Order
ts-order-other-service;other.service.OrderOtherService;Order
ts-order-other-service;other.service.OrderOtherService;OrderAlterInfo
ts-order-other-service;other.service.OrderOtherService;QueryInfo
ts-order-other-service;other.service.OrderOtherService;Seat
ts-order-other-service;other.service.OrderOtherServiceImpl;LeftTicketInfo
ts-order-other-service;other.service.OrderOtherServiceImpl;Order
ts-order-other-service;other.service.OrderOtherServiceImpl;OrderAlterInfo
ts-order-other-service;other.service.OrderOtherServiceImpl;OrderSecurity
ts-order-other-service;other.service.OrderOtherServiceImpl;OrderStatus
ts-order-other-service;other.service.OrderOtherServiceImpl;QueryInfo
ts-order-other-service;other.service.OrderOtherServiceImpl;Seat
ts-order-other-service;other.service.OrderOtherServiceImpl;SeatClass
ts-order-other-service;other.service.OrderOtherServiceImpl;SoldTicket
ts-order-other-service;other.service.OrderOtherServiceImpl;Ticket
ts-order-service;order.controller.OrderController;Order
ts-order-service;order.controller.OrderController;OrderInfo
ts-order-service;order.controller.OrderController;Seat
ts-order-service;order.entity.LeftTicketInfo;Ticket
ts-order-service;order.entity.Order;OrderStatus
ts-order-service;order.entity.Order;SeatClass
ts-order-service;order.entity.OrderAlterInfo;Order
ts-order-service;order.init.InitData;Order
ts-order-service;order.repository.OrderRepository;Order
ts-order-service;order.service.OrderService;Order
ts-order-service;order.service.OrderService;OrderAlterInfo
ts-order-service;order.service.OrderService;OrderInfo
ts-order-service;order.service.OrderService;Seat
ts-order-service;order.service.OrderServiceImpl;LeftTicketInfo
ts-order-service;order.service.OrderServiceImpl;Order
ts-order-service;order.service.OrderServiceImpl;OrderAlterInfo
ts-order-service;order.service.OrderServiceImpl;OrderInfo
ts-order-service;order.service.OrderServiceImpl;OrderSecurity
ts-order-service;order.service.OrderServiceImpl;OrderStatus
ts-order-service;order.service.OrderServiceImpl;Seat
ts-order-service;order.service.OrderServiceImpl;SeatClass
ts-order-service;order.service.OrderServiceImpl;SoldTicket
ts-order-service;order.service.OrderServiceImpl;Ticket
ts-payment-service;com.trainticket.controller.PaymentController;Payment
ts-payment-service;com.trainticket.init.InitData;Payment
ts-payment-service;com.trainticket.repository.AddMoneyRepository;Money
ts-payment-service;com.trainticket.repository.PaymentRepository;Payment
ts-payment-service;com.trainticket.service.PaymentService;Payment
ts-payment-service;com.trainticket.service.PaymentServiceImpl;Money
ts-payment-service;com.trainticket.service.PaymentServiceImpl;Payment
ts-preserve-other-service;preserveOther.controller.PreserveOtherController;OrderTicketsInfo
ts-preserve-other-service;preserveOther.entity.Account;DocumentType
ts-preserve-other-service;preserveOther.entity.Account;Gender
ts-preserve-other-service;preserveOther.entity.Assurance;AssuranceType
ts-preserve-other-service;preserveOther.entity.Order;OrderStatus
ts-preserve-other-service;preserveOther.entity.Order;SeatClass
ts-preserve-other-service;preserveOther.entity.Travel;Trip
ts-preserve-other-service;preserveOther.entity.TravelResult;TrainType
ts-preserve-other-service;preserveOther.entity.Trip;TripId
ts-preserve-other-service;preserveOther.entity.TripAllDetail;Trip
ts-preserve-other-service;preserveOther.entity.TripAllDetail;TripResponse
ts-preserve-other-service;preserveOther.entity.TripId;Type
ts-preserve-other-service;preserveOther.entity.TripResponse;TripId
ts-preserve-other-service;preserveOther.entity.User;User$UserBuilder
ts-preserve-other-service;preserveOther.entity.User;User
ts-preserve-other-service;preserveOther.service.PreserveOtherService;OrderTicketsInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Assurance
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Consign
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Contacts
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;FoodOrder
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;NotifyInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Order
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;OrderStatus
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;OrderTicketsInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Seat
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;SeatClass
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Ticket
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Travel
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TravelResult
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Trip
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TripAllDetail
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TripAllDetailInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TripResponse
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;User
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;OrderTicketsInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TravelResult
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Ticket
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;User
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Assurance
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TripAllDetail
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;TripAllDetailInfo
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Contacts
ts-preserve-other-service;preserveOther.service.PreserveOtherServiceImpl;Order
ts-preserve-service;preserve.controller.PreserveController;OrderTicketsInfo
ts-preserve-service;preserve.entity.Account;DocumentType
ts-preserve-service;preserve.entity.Account;Gender
ts-preserve-service;preserve.entity.Assurance;AssuranceType
ts-preserve-service;preserve.entity.Order;OrderStatus
ts-preserve-service;preserve.entity.Order;SeatClass
ts-preserve-service;preserve.entity.OrderTicketsResult;Order
ts-preserve-service;preserve.entity.Travel;Trip
ts-preserve-service;preserve.entity.TravelResult;TrainType
ts-preserve-service;preserve.entity.Trip;TripId
ts-preserve-service;preserve.entity.TripAllDetail;Trip
ts-preserve-service;preserve.entity.TripAllDetail;TripResponse
ts-preserve-service;preserve.entity.TripId;Type
ts-preserve-service;preserve.entity.TripResponse;TripId
ts-preserve-service;preserve.entity.User;User$UserBuilder
ts-preserve-service;preserve.entity.User;User
ts-preserve-service;preserve.service.PreserveService;OrderTicketsInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;Consign
ts-preserve-service;preserve.service.PreserveServiceImpl;Contacts
ts-preserve-service;preserve.service.PreserveServiceImpl;FoodOrder
ts-preserve-service;preserve.service.PreserveServiceImpl;NotifyInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;Order
ts-preserve-service;preserve.service.PreserveServiceImpl;OrderStatus
ts-preserve-service;preserve.service.PreserveServiceImpl;OrderTicketsInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;Seat
ts-preserve-service;preserve.service.PreserveServiceImpl;SeatClass
ts-preserve-service;preserve.service.PreserveServiceImpl;Ticket
ts-preserve-service;preserve.service.PreserveServiceImpl;Travel
ts-preserve-service;preserve.service.PreserveServiceImpl;TravelResult
ts-preserve-service;preserve.service.PreserveServiceImpl;Trip
ts-preserve-service;preserve.service.PreserveServiceImpl;TripAllDetail
ts-preserve-service;preserve.service.PreserveServiceImpl;TripAllDetailInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;TripResponse
ts-preserve-service;preserve.service.PreserveServiceImpl;User
ts-preserve-service;preserve.service.PreserveServiceImpl;OrderTicketsInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;TravelResult
ts-preserve-service;preserve.service.PreserveServiceImpl;Ticket
ts-preserve-service;preserve.service.PreserveServiceImpl;User
ts-preserve-service;preserve.service.PreserveServiceImpl;TripAllDetail
ts-preserve-service;preserve.service.PreserveServiceImpl;TripAllDetailInfo
ts-preserve-service;preserve.service.PreserveServiceImpl;Contacts
ts-preserve-service;preserve.service.PreserveServiceImpl;Order
ts-price-service;price.controller.PriceController;PriceConfig
ts-price-service;price.init.InitData;PriceConfig
ts-price-service;price.repository.PriceConfigRepository;PriceConfig
ts-price-service;price.service.PriceService;PriceConfig
ts-price-service;price.service.PriceServiceImpl;PriceConfig
ts-rebook-service;rebook.controller.RebookController;RebookInfo
ts-rebook-service;rebook.entity.Order;OrderStatus
ts-rebook-service;rebook.entity.Order;SeatClass
ts-rebook-service;rebook.entity.Trip;TripId
ts-rebook-service;rebook.entity.TripAllDetail;Trip
ts-rebook-service;rebook.entity.TripAllDetail;TripResponse
ts-rebook-service;rebook.entity.TripId;Type
ts-rebook-service;rebook.entity.TripResponse;TripId
ts-rebook-service;rebook.service.RebookService;RebookInfo
ts-rebook-service;rebook.service.RebookServiceImpl;Order
ts-rebook-service;rebook.service.RebookServiceImpl;OrderStatus
ts-rebook-service;rebook.service.RebookServiceImpl;PaymentDifferenceInfo
ts-rebook-service;rebook.service.RebookServiceImpl;RebookInfo
ts-rebook-service;rebook.service.RebookServiceImpl;Seat
ts-rebook-service;rebook.service.RebookServiceImpl;SeatClass
ts-rebook-service;rebook.service.RebookServiceImpl;Ticket
ts-rebook-service;rebook.service.RebookServiceImpl;Trip
ts-rebook-service;rebook.service.RebookServiceImpl;TripAllDetail
ts-rebook-service;rebook.service.RebookServiceImpl;TripAllDetailInfo
ts-rebook-service;rebook.service.RebookServiceImpl;TripResponse
ts-rebook-service;rebook.service.RebookServiceImpl;Ticket
ts-rebook-service;rebook.service.RebookServiceImpl;TripAllDetail
ts-rebook-service;rebook.service.RebookServiceImpl;TripAllDetailInfo
ts-rebook-service;rebook.service.RebookServiceImpl;Order
ts-rebook-service;rebook.service.RebookServiceImpl;RebookInfo
ts-route-plan-service;plan.controller.RoutePlanController;RoutePlanInfo
ts-route-plan-service;plan.entity.Trip;TripId
ts-route-plan-service;plan.entity.TripAllDetail;Trip
ts-route-plan-service;plan.entity.TripAllDetail;TripResponse
ts-route-plan-service;plan.entity.TripId;Type
ts-route-plan-service;plan.entity.TripResponse;TripId
ts-route-plan-service;plan.service.RoutePlanService;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Route
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanResultUnit
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Trip
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripAllDetail
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripAllDetailInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripId
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripResponse
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Route
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Trip
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Trip
ts-route-plan-service;plan.service.RoutePlanServiceImpl;RoutePlanInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripAllDetail
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Route
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripResponse
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripInfo
ts-route-plan-service;plan.service.RoutePlanServiceImpl;TripResponse
ts-route-plan-service;plan.service.RoutePlanServiceImpl;Route
ts-route-service;route.controller.RouteController;RouteInfo
ts-route-service;route.init.InitData;RouteInfo
ts-route-service;route.repository.RouteRepository;Route
ts-route-service;route.service.RouteService;RouteInfo
ts-route-service;route.service.RouteServiceImpl;Route
ts-route-service;route.service.RouteServiceImpl;RouteInfo
ts-seat-service;seat.controller.SeatController;Seat
ts-seat-service;seat.entity.LeftTicketInfo;Ticket
ts-seat-service;seat.service.SeatService;Seat
ts-seat-service;seat.service.SeatServiceImpl;Config
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;SeatClass
ts-seat-service;seat.service.SeatServiceImpl;Ticket
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-seat-service;seat.service.SeatServiceImpl;Config
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;Seat
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-security-service;security.controller.SecurityController;SecurityConfig
ts-security-service;security.entity.Order;OrderStatus
ts-security-service;security.entity.Order;SeatClass
ts-security-service;security.init.initData;SecurityConfig
ts-security-service;security.repository.SecurityRepository;SecurityConfig
ts-security-service;security.service.SecurityService;SecurityConfig
ts-security-service;security.service.SecurityServiceImpl;OrderSecurity
ts-security-service;security.service.SecurityServiceImpl;SecurityConfig
ts-security-service;security.service.SecurityServiceImpl;OrderSecurity
ts-security-service;security.service.SecurityServiceImpl;OrderSecurity
ts-station-service;fdse.microservice.controller.StationController;Station
ts-station-service;fdse.microservice.init.InitData;Station
ts-station-service;fdse.microservice.repository.StationRepository;Station
ts-station-service;fdse.microservice.service.StationService;Station
ts-station-service;fdse.microservice.service.StationServiceImpl;Station
ts-ticketinfo-service;ticketinfo.controller.TicketInfoController;Travel
ts-ticketinfo-service;ticketinfo.entity.Travel;Trip
ts-ticketinfo-service;ticketinfo.entity.TravelResult;TrainType
ts-ticketinfo-service;ticketinfo.entity.Trip;TripId
ts-ticketinfo-service;ticketinfo.entity.TripId;Type
ts-ticketinfo-service;ticketinfo.service.TicketInfoService;Travel
ts-ticketinfo-service;ticketinfo.service.TicketInfoServiceImpl;Travel
ts-train-service;train.controller.TrainController;TrainType
ts-train-service;train.init.InitData;TrainType
ts-train-service;train.repository.TrainTypeRepository;TrainType
ts-train-service;train.service.TrainService;TrainType
ts-train-service;train.service.TrainServiceImpl;TrainType
ts-travel-plan-service;travelplan.controller.TravelPlanController;TransferTravelInfo
ts-travel-plan-service;travelplan.controller.TravelPlanController;TripInfo
ts-travel-plan-service;travelplan.entity.TransferTravelResult;TripResponse
ts-travel-plan-service;travelplan.entity.Trip;TripId
ts-travel-plan-service;travelplan.entity.TripId;TrainTypeEnum
ts-travel-plan-service;travelplan.entity.TripResponse;TripId
ts-travel-plan-service;travelplan.service.TravelPlanService;TransferTravelInfo
ts-travel-plan-service;travelplan.service.TravelPlanService;TripInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;Seat
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;SeatClass
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TransferTravelInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TransferTravelResult
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TravelAdvanceResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripResponse
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripResponse
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripResponse
ts-travel-service;travel.controller.TravelController;TravelInfo
ts-travel-service;travel.controller.TravelController;TripAllDetailInfo
ts-travel-service;travel.controller.TravelController;TripInfo
ts-travel-service;travel.entity.AdminTrip;Route
ts-travel-service;travel.entity.AdminTrip;TrainType
ts-travel-service;travel.entity.AdminTrip;Trip
ts-travel-service;travel.entity.Travel;Trip
ts-travel-service;travel.entity.TravelResult;TrainType
ts-travel-service;travel.entity.Trip;TripId
ts-travel-service;travel.entity.TripAllDetail;Trip
ts-travel-service;travel.entity.TripAllDetail;TripResponse
ts-travel-service;travel.entity.TripId;Type
ts-travel-service;travel.entity.TripResponse;TripId
ts-travel-service;travel.init.InitData;TravelInfo
ts-travel-service;travel.repository.TripRepository;Trip
ts-travel-service;travel.repository.TripRepository;TripId
ts-travel-service;travel.service.TravelService;TravelInfo
ts-travel-service;travel.service.TravelService;TripAllDetailInfo
ts-travel-service;travel.service.TravelService;TripInfo
ts-travel-service;travel.service.TravelServiceImpl;AdminTrip
ts-travel-service;travel.service.TravelServiceImpl;Route
ts-travel-service;travel.service.TravelServiceImpl;Seat
ts-travel-service;travel.service.TravelServiceImpl;SeatClass
ts-travel-service;travel.service.TravelServiceImpl;SoldTicket
ts-travel-service;travel.service.TravelServiceImpl;TrainType
ts-travel-service;travel.service.TravelServiceImpl;Travel
ts-travel-service;travel.service.TravelServiceImpl;TravelInfo
ts-travel-service;travel.service.TravelServiceImpl;TravelResult
ts-travel-service;travel.service.TravelServiceImpl;Trip
ts-travel-service;travel.service.TravelServiceImpl;TripAllDetail
ts-travel-service;travel.service.TravelServiceImpl;TripAllDetailInfo
ts-travel-service;travel.service.TravelServiceImpl;TripId
ts-travel-service;travel.service.TravelServiceImpl;TripInfo
ts-travel-service;travel.service.TravelServiceImpl;TripResponse
ts-travel-service;travel.service.TravelServiceImpl;Route
ts-travel-service;travel.service.TravelServiceImpl;SoldTicket
ts-travel-service;travel.service.TravelServiceImpl;Trip
ts-travel-service;travel.service.TravelServiceImpl;TripResponse
ts-travel-service;travel.service.TravelServiceImpl;TrainType
ts-travel2-service;travel2.controller.Travel2Controller;TravelInfo
ts-travel2-service;travel2.controller.Travel2Controller;TripAllDetailInfo
ts-travel2-service;travel2.controller.Travel2Controller;TripInfo
ts-travel2-service;travel2.entity.AdminTrip;Route
ts-travel2-service;travel2.entity.AdminTrip;TrainType
ts-travel2-service;travel2.entity.AdminTrip;Trip
ts-travel2-service;travel2.entity.Travel;Trip
ts-travel2-service;travel2.entity.TravelResult;TrainType
ts-travel2-service;travel2.entity.Trip;TripId
ts-travel2-service;travel2.entity.TripAllDetail;Trip
ts-travel2-service;travel2.entity.TripAllDetail;TripResponse
ts-travel2-service;travel2.entity.TripId;Type
ts-travel2-service;travel2.entity.TripResponse;TripId
ts-travel2-service;travel2.init.InitData;TravelInfo
ts-travel2-service;travel2.repository.TripRepository;Trip
ts-travel2-service;travel2.repository.TripRepository;TripId
ts-travel2-service;travel2.service.Travel2Service;TravelInfo
